"","gene","DSC_27.readcounts","DSC_28.readcounts","DSC_29.readcounts","DSC_30.readcounts","DSC_31.readcounts","MC_27.readcounts","MC_28.readcounts","MC_29.readcounts","MC_30.readcounts","MC_31.readcounts"
"31439","ENSG00000197694",17005,19772,19075,16849,17466,20617,10693,4369,12727,13466
"31440","ENSG00000280474",3,2,6,5,5,1,0,0,0,1
"31441","ENSG00000280758",9,16,17,15,22,5,5,0,2,3
"31442","ENSG00000119333",1792,1623,1356,1329,1172,1510,904,171,1309,970
"31443","ENSG00000227759",0,0,1,1,0,0,0,0,0,0
"31444","ENSG00000234705",3,4,3,4,1,7,0,1,1,1
"31445","ENSG00000119335",8907,10801,10760,8897,10072,11809,9136,4823,7489,6863
"31446","ENSG00000160447",1095,1224,896,928,1119,531,359,54,315,369
"31447","ENSG00000264438",0,0,0,0,0,0,0,0,0,0
"31448","ENSG00000160446",537,492,374,357,331,629,469,135,748,522
"31449","ENSG00000223478",37,36,33,38,27,57,53,73,53,59
"31450","ENSG00000160445",1452,1448,1188,1085,1117,1930,1837,603,1611,1372
"31451","ENSG00000203286",2,2,2,3,5,8,1,0,3,2
"31452","ENSG00000107021",1070,1060,951,855,828,1426,1182,493,1119,882
"31453","ENSG00000167136",396,229,182,181,120,246,203,13,244,191
"31454","ENSG00000198917",13,7,5,10,9,11,6,0,15,14
"31455","ENSG00000286112",3,3,8,10,5,17,7,2,5,1
"31456","ENSG00000171097",7,6,16,10,7,11,5,12,7,8
"31457","ENSG00000136802",4522,4415,4336,3199,3502,2450,4033,923,1711,1157
"31458","ENSG00000175287",167,176,102,132,99,130,241,109,598,318
"31459","ENSG00000251184",0,0,0,0,0,0,0,0,0,0
"31460","ENSG00000175283",1001,937,845,725,642,1134,1166,311,970,711
"31461","ENSG00000095319",2791,2805,2970,2296,3040,3283,1657,566,1692,1464
"31462","ENSG00000267834",3,8,3,8,8,4,4,0,2,2
"31463","ENSG00000148341",3111,3540,2380,2508,2320,1786,1064,436,1412,1381
"31464","ENSG00000148343",918,792,636,576,642,958,642,137,602,502
"31465","ENSG00000287234",1,0,0,1,0,0,0,0,0,1
"31466","ENSG00000167130",686,643,594,634,599,363,361,135,299,249
"31467","ENSG00000095321",1378,1148,1261,929,1044,1239,1393,350,1108,1006
"31468","ENSG00000234055",0,1,1,3,0,1,0,0,0,0
"31469","ENSG00000119383",4492,4166,3984,3177,3204,3717,2435,953,2626,2066
"31470","ENSG00000268707",4,8,2,8,7,0,0,0,2,1
"31471","ENSG00000188483",764,645,459,347,334,91,166,13,49,46
"31472","ENSG00000268050",0,0,0,0,0,0,0,0,0,0
"31473","ENSG00000204055",7,14,17,17,7,10,23,38,24,17
"31474","ENSG00000235007",0,1,0,0,2,0,0,0,7,0
"31475","ENSG00000241084",0,1,1,0,0,0,0,0,0,0
"31476","ENSG00000224307",0,1,0,0,0,0,1,3,1,4
"31477","ENSG00000179082",0,0,0,1,2,0,0,0,0,0
"31478","ENSG00000268615",0,0,0,0,0,0,0,0,0,0
"31479","ENSG00000233901",20,11,4,13,11,4,14,0,8,0
"31480","ENSG00000242281",0,0,0,0,0,0,0,0,0,0
"31481","ENSG00000236146",0,3,1,0,0,0,0,0,1,0
"31482","ENSG00000230676",0,0,0,0,0,1,0,0,0,0
"31483","ENSG00000226355",1,0,1,0,0,0,0,0,0,0
"31484","ENSG00000204054",816,1166,931,913,921,866,1290,376,552,369
"31485","ENSG00000261334",2,0,0,3,0,0,0,0,0,0
"31486","ENSG00000286078",0,0,0,0,0,0,0,0,0,0
"31487","ENSG00000227619",1,0,0,0,0,3,3,1,0,0
"31488","ENSG00000148335",509,450,328,330,285,422,331,56,244,197
"31489","ENSG00000179058",47,67,37,39,57,0,7,0,1,1
"31490","ENSG00000148331",973,865,756,698,687,971,1297,262,739,577
"31491","ENSG00000234789",2,1,2,0,3,3,20,0,4,5
"31492","ENSG00000167157",748,103,14,13,14,0,0,0,5,2
"31493","ENSG00000236024",3,0,0,0,1,0,0,0,0,0
"31494","ENSG00000148344",37,17,8,4,7,61,250,28,25,15
"31495","ENSG00000233909",0,0,0,0,0,0,0,0,0,0
"31496","ENSG00000136816",1044,943,945,799,963,832,756,289,661,464
"31497","ENSG00000136827",1547,1683,1515,1151,1296,1790,1337,754,1254,1033
"31498","ENSG00000136819",1305,1726,1250,1215,1325,1760,1695,512,1775,1037
"31499","ENSG00000136878",985,1033,752,802,717,1497,1946,556,1582,1163
"31500","ENSG00000276124",0,0,0,0,0,0,0,0,0,0
"31501","ENSG00000224988",1,0,3,0,0,3,0,0,0,2
"31502","ENSG00000187239",834,829,827,652,727,2570,1842,1148,2428,2080
"31503","ENSG00000230684",0,0,1,1,1,0,0,0,0,1
"31504","ENSG00000270755",0,0,0,1,0,3,3,1,1,2
"31505","ENSG00000148358",4077,4555,4509,3969,4461,4677,4103,2020,2625,2377
"31506","ENSG00000223188",3,2,0,0,1,1,2,0,1,1
"31507","ENSG00000196979",1,3,1,0,0,0,3,2,0,1
"31508","ENSG00000107130",3491,3181,2736,2484,2126,3075,3063,570,1550,926
"31509","ENSG00000148357",18,5,7,9,22,25,6,0,3,1
"31510","ENSG00000264169",0,0,0,0,0,0,0,0,0,0
"31511","ENSG00000130707",1158,178,249,254,158,12,29,3,12,4
"31512","ENSG00000107164",2797,2926,2556,2367,2697,2544,1876,782,1392,1317
"31513","ENSG00000277713",0,1,0,0,0,0,0,0,0,0
"31514","ENSG00000232172",0,0,0,0,0,0,1,0,0,0
"31515","ENSG00000130711",3,0,1,0,0,0,0,0,0,0
"31516","ENSG00000130713",573,632,635,556,669,909,532,263,536,450
"31517","ENSG00000097007",4295,3493,3136,2455,2497,7880,4543,1742,4318,4669
"31518","ENSG00000224797",0,0,0,0,1,0,0,0,0,0
"31519","ENSG00000188710",6,2,3,1,7,34,12,6,5,4
"31520","ENSG00000130720",67,0,1,1,3,47,10,0,18,5
"31521","ENSG00000236658",0,0,0,0,0,0,0,0,0,0
"31522","ENSG00000050555",73,10,12,4,9,239,167,37,255,219
"31523","ENSG00000252582",0,0,0,0,0,0,0,0,0,0
"31524","ENSG00000126878",3217,3408,2847,2619,2342,2857,3285,1991,4099,3909
"31525","ENSG00000126883",1348,1472,1573,1215,1507,2813,1646,719,1968,1574
"31526","ENSG00000252622",0,0,0,0,0,0,0,0,0,0
"31527","ENSG00000236986",0,2,1,5,13,4,1,14,8,8
"31528","ENSG00000246851",7,3,10,10,13,11,1,5,11,5
"31529","ENSG00000226987",0,2,0,0,1,0,3,0,0,0
"31530","ENSG00000126882",45,29,20,28,21,445,1706,115,271,121
"31531","ENSG00000286547",0,0,0,0,0,0,0,0,0,0
"31532","ENSG00000160539",378,388,251,282,260,170,65,61,185,83
"31533","ENSG00000285287",0,3,0,2,0,1,5,2,1,2
"31534","ENSG00000130723",4097,3992,3911,3550,3766,8805,6350,1663,3220,2869
"31535","ENSG00000235284",4,0,5,1,1,4,0,0,0,4
"31536","ENSG00000231587",14,5,14,15,28,24,6,5,13,18
"31537","ENSG00000176868",0,0,0,0,0,0,0,0,0,0
"31538","ENSG00000130714",1324,1272,1176,1097,1138,967,715,291,988,1007
"31539","ENSG00000230289",6,8,3,0,7,17,17,2,5,1
"31540","ENSG00000130717",1066,1097,854,716,754,1699,2161,709,1842,1764
"31541","ENSG00000283526",0,0,0,2,2,6,4,1,2,3
"31542","ENSG00000107263",1329,1101,1100,866,988,9440,7060,2152,4700,5198
"31543","ENSG00000240853",0,0,1,0,0,4,0,0,1,3
"31544","ENSG00000231018",0,0,0,0,0,0,0,0,0,0
"31545","ENSG00000212395",0,0,0,0,0,0,0,0,0,0
"31546","ENSG00000236687",0,0,0,0,0,0,0,0,0,0
"31547","ENSG00000160563",625,672,628,505,659,729,428,210,528,431
"31548","ENSG00000196358",38,36,25,16,20,253,207,104,240,145
"31549","ENSG00000107290",3209,4017,4299,3283,4380,5132,2536,1768,2605,2454
"31550","ENSG00000125482",296,486,356,391,405,455,303,156,225,204
"31551","ENSG00000188523",1,0,0,0,1,2,2,3,0,4
"31552","ENSG00000252521",0,0,0,0,0,0,0,0,0,0
"31553","ENSG00000125492",1,0,0,0,1,1,0,0,0,0
"31554","ENSG00000125485",393,411,389,362,374,739,522,208,438,294
"31555","ENSG00000125484",1353,1638,1700,1411,1733,1501,998,554,547,502
"31556","ENSG00000165695",11,23,5,10,12,30,53,35,48,24
"31557","ENSG00000224992",5,11,6,7,8,2,4,0,0,5
"31558","ENSG00000165698",221,300,189,200,207,265,370,196,464,403
"31559","ENSG00000165699",1633,1866,1747,1462,1817,2065,2049,1006,1941,1685
"31560","ENSG00000165702",2,4,1,1,0,1,3,3,2,2
"31561","ENSG00000263816",0,0,0,0,0,0,0,0,0,0
"31562","ENSG00000234907",0,0,0,0,0,0,0,0,0,0
"31563","ENSG00000238558",0,0,0,0,0,0,0,0,0,0
"31564","ENSG00000196205",3555,6101,4235,4504,5568,2177,3337,2346,2650,1689
"31565","ENSG00000148308",1411,1502,1287,1200,1122,2000,1595,486,1493,1282
"31566","ENSG00000273932",1,0,0,0,0,0,0,0,0,0
"31567","ENSG00000170835",77,28,47,35,17,31,22,16,23,27
"31568","ENSG00000170827",3,1,0,2,0,0,2,2,0,0
"31569","ENSG00000160271",312,262,195,175,193,289,226,118,286,178
"31570","ENSG00000285245",0,0,0,0,0,0,0,0,0,0
"31571","ENSG00000148288",321,256,178,155,239,170,138,38,108,159
"31572","ENSG00000171102",0,0,0,0,0,0,0,0,0,0
"31573","ENSG00000119440",0,0,0,0,0,0,0,0,0,0
"31574","ENSG00000175164",0,0,0,0,0,0,0,2,1,0
"31575","ENSG00000201843",0,0,0,0,0,0,0,0,0,0
"31576","ENSG00000204031",0,0,0,0,0,0,0,0,0,0
"31577","ENSG00000148296",1016,915,639,794,904,997,879,237,669,505
"31578","ENSG00000201451",0,1,0,0,0,1,3,0,0,1
"31579","ENSG00000148297",1076,1048,860,921,921,994,528,239,628,572
"31580","ENSG00000230064",0,0,0,0,0,0,0,0,0,0
"31581","ENSG00000148303",18296,21150,14858,13772,13325,23635,20093,8989,29671,23773
"31582","ENSG00000206611",0,0,0,0,0,0,0,0,0,0
"31583","ENSG00000200831",0,0,0,0,0,0,0,0,0,0
"31584","ENSG00000199744",0,0,0,0,0,0,0,0,0,0
"31585","ENSG00000252542",0,0,0,0,0,0,0,0,0,0
"31586","ENSG00000148290",827,920,603,369,482,961,961,532,664,624
"31587","ENSG00000148291",314,289,230,213,199,285,204,34,276,171
"31588","ENSG00000148248",11801,10503,9449,8452,8279,9817,7448,2551,5411,4092
"31589","ENSG00000198870",36,41,44,42,47,166,172,69,170,111
"31590","ENSG00000148300",1083,1092,824,831,787,1126,877,200,827,823
"31591","ENSG00000160323",324,324,287,265,220,819,1158,262,749,544
"31592","ENSG00000160325",1016,900,622,740,585,481,452,147,425,428
"31593","ENSG00000160326",1726,1146,1257,1135,1177,1000,487,110,1146,735
"31594","ENSG00000187616",0,0,0,0,0,0,0,0,0,0
"31595","ENSG00000197859",1,11,6,6,5,3,4,0,0,0
"31596","ENSG00000196990",0,0,0,0,0,0,0,0,0,0
"31597","ENSG00000261018",0,0,0,0,0,1,0,1,0,0
"31598","ENSG00000123454",6,10,5,4,4,20,46,4,35,14
"31599","ENSG00000225756",24,16,19,11,15,38,102,17,61,14
"31600","ENSG00000123453",133,139,62,102,75,248,505,53,378,127
"31601","ENSG00000160293",866,767,778,760,651,547,275,105,239,220
"31602","ENSG00000235106",775,1043,714,700,747,572,650,217,531,454
"31603","ENSG00000169925",1671,1979,1616,1354,1642,1372,957,340,540,538
"31604","ENSG00000235138",2,5,2,8,6,8,6,1,2,7
"31605","ENSG00000271525",10,13,9,16,3,3,17,6,1,3
"31606","ENSG00000273249",4,2,2,2,3,3,3,2,7,3
"31607","ENSG00000196363",1469,1603,1332,1217,1359,1557,1029,282,780,730
"31608","ENSG00000221676",0,0,1,0,0,1,1,0,0,0
"31609","ENSG00000273473",1,2,1,4,2,0,0,0,0,0
"31610","ENSG00000223729",0,0,0,0,1,0,0,0,0,0
"31611","ENSG00000279929",0,0,0,0,0,0,0,1,0,0
"31612","ENSG00000186350",4098,3824,3116,3404,3139,1901,1544,584,1391,1194
"31613","ENSG00000263897",0,0,0,0,0,0,0,0,0,0
"31614","ENSG00000223795",0,0,0,2,0,0,0,0,0,0
"31615","ENSG00000228877",4,2,2,5,2,0,0,0,0,0
"31616","ENSG00000227150",1,0,1,0,0,0,0,0,0,0
"31617","ENSG00000130635",77030,57860,41918,42933,35811,34,37,8,39,60
"31618","ENSG00000204011",20,16,27,17,22,0,0,0,0,0
"31619","ENSG00000286502",17,11,21,25,23,0,0,0,0,0
"31620","ENSG00000264744",0,0,0,0,0,0,0,0,0,0
"31621","ENSG00000265872",0,0,0,0,0,0,0,0,0,0
"31622","ENSG00000265848",0,0,0,0,0,0,0,0,0,0
"31623","ENSG00000264163",0,0,0,0,0,0,0,0,0,0
"31624","ENSG00000264136",0,0,0,0,0,0,0,0,0,0
"31625","ENSG00000266827",0,0,0,0,1,0,0,0,0,0
"31626","ENSG00000266514",1,0,1,0,0,0,0,0,0,0
"31627","ENSG00000232355",4,0,0,0,0,0,0,0,0,0
"31628","ENSG00000160339",0,0,0,0,0,0,0,0,0,0
"31629","ENSG00000085265",0,0,0,0,0,0,0,0,2,0
"31630","ENSG00000236403",0,0,0,0,0,0,0,0,0,0
"31631","ENSG00000279935",0,0,0,0,0,0,0,0,0,0
"31632","ENSG00000130558",971,1195,819,1051,924,1582,563,195,675,149
"31633","ENSG00000227958",0,0,0,0,0,0,0,0,0,0
"31634","ENSG00000233936",0,0,0,0,0,0,0,0,0,0
"31635","ENSG00000178243",0,0,0,0,0,0,0,0,0,0
"31636","ENSG00000235572",0,0,0,0,0,0,0,0,0,0
"31637","ENSG00000224682",0,0,0,0,1,1,1,2,0,0
"31638","ENSG00000225361",13,15,9,13,13,60,43,22,53,39
"31639","ENSG00000196422",1142,1283,1017,853,963,1312,1154,369,830,767
"31640","ENSG00000160345",29,27,19,19,17,94,106,15,96,64
"31641","ENSG00000122140",683,595,503,477,559,1360,865,233,883,604
"31642","ENSG00000226706",0,1,5,4,1,8,4,0,14,3
"31643","ENSG00000160349",0,0,2,0,0,0,0,0,0,0
"31644","ENSG00000122136",0,0,0,0,0,0,0,0,0,0
"31645","ENSG00000122133",0,0,0,0,0,1239,241,763,786,176
"31646","ENSG00000237339",0,0,0,0,0,39,6,10,12,1
"31647","ENSG00000224045",0,0,0,0,0,204,7,9,18,0
"31648","ENSG00000236543",0,0,0,0,0,5,0,0,0,0
"31649","ENSG00000204007",0,0,0,0,0,0,2,0,1,0
"31650","ENSG00000148386",0,0,0,0,0,2,1,0,0,0
"31651","ENSG00000165643",0,0,0,0,0,0,0,1,1,0
"31652","ENSG00000107147",11,10,8,6,3,24,17,3,8,12
"31653","ENSG00000130559",1555,1691,1803,1494,1692,1933,1212,526,902,918
"31654","ENSG00000238058",52,48,68,40,58,41,33,12,27,20
"31655","ENSG00000130560",905,1067,779,798,763,1035,1007,334,978,794
"31656","ENSG00000148411",3652,2509,2910,2733,2027,2771,2347,743,1489,1443
"31657","ENSG00000260193",52,12,17,34,9,37,42,6,2,5
"31658","ENSG00000238227",1825,1238,1193,1136,973,1479,1270,234,876,813
"31659","ENSG00000275329",4,7,4,3,3,21,45,0,16,5
"31660","ENSG00000107187",0,0,2,0,0,0,0,0,0,0
"31661","ENSG00000165661",1661,1758,1551,1426,1352,1200,788,229,408,386
"31662","ENSG00000260220",2,1,0,1,2,4,4,0,3,2
"31663","ENSG00000279813",0,0,0,0,0,0,0,0,0,0
"31664","ENSG00000283769",0,0,0,0,0,0,0,0,0,0
"31665","ENSG00000262075",1,4,2,2,9,10,17,0,9,7
"31666","ENSG00000160360",3563,2702,1866,2128,1729,1753,1110,195,1077,870
"31667","ENSG00000213221",13,10,3,11,13,9,10,0,2,9
"31668","ENSG00000187796",97,60,43,67,37,52,64,1,23,20
"31669","ENSG00000165684",885,661,553,558,644,1093,632,152,592,582
"31670","ENSG00000165689",1163,1180,988,996,925,1578,1608,440,1256,1064
"31671","ENSG00000165688",1826,2019,1782,1445,1398,3010,2153,567,2032,1852
"31672","ENSG00000148384",1131,853,798,722,747,1122,783,257,915,745
"31673","ENSG00000148396",3898,3324,3933,3255,3611,4430,3207,1093,2093,2067
"31674","ENSG00000196366",1,0,1,0,0,4,2,0,2,1
"31675","ENSG00000148400",10288,10126,10491,7972,8166,1931,1066,274,683,674
"31676","ENSG00000263403",0,0,0,0,0,0,0,0,0,0
"31677","ENSG00000227512",16,10,21,4,14,3,1,3,0,1
"31678","ENSG00000265181",0,0,0,0,0,0,0,0,0,0
"31679","ENSG00000237886",42,34,20,47,25,49,75,11,35,21
"31680","ENSG00000279141",17,31,22,18,11,2,0,0,0,0
"31681","ENSG00000228401",0,0,0,0,0,1,0,0,0,0
"31682","ENSG00000172889",350,250,139,227,111,369,477,33,274,134
"31683","ENSG00000199161",0,0,0,0,0,0,0,0,0,0
"31684","ENSG00000169692",2051,1692,1312,1380,1090,2102,2459,409,3733,2086
"31685","ENSG00000165716",11,17,9,10,18,625,861,251,1666,804
"31686","ENSG00000233016",640,703,468,530,424,995,1320,573,2214,1755
"31687","ENSG00000280496",0,0,0,0,0,0,0,0,0,0
"31688","ENSG00000276161",0,0,0,0,0,0,0,0,0,0
"31689","ENSG00000274998",0,0,0,0,0,0,0,0,0,0
"31690","ENSG00000281808",0,0,0,0,0,0,0,0,0,0
"31691","ENSG00000274356",0,0,1,1,0,3,9,0,2,0
"31692","ENSG00000187922",0,0,0,0,0,0,0,0,0,0
"31693","ENSG00000204003",0,0,0,0,0,0,0,0,0,0
"31694","ENSG00000267206",0,0,0,0,0,1,0,0,0,0
"31695","ENSG00000278756",0,0,0,0,0,0,0,0,0,0
"31696","ENSG00000204001",0,0,0,0,0,0,0,0,0,0
"31697","ENSG00000177984",0,0,0,0,1,0,0,0,0,0
"31698","ENSG00000224662",0,0,0,0,0,0,0,0,0,0
"31699","ENSG00000244187",367,379,228,222,268,329,370,62,453,300
"31700","ENSG00000272896",2,3,0,0,0,0,2,0,1,2
"31701","ENSG00000213213",41,18,12,33,14,34,71,6,42,30
"31702","ENSG00000273066",21,34,29,36,46,44,62,17,22,43
"31703","ENSG00000272679",0,0,0,0,0,0,0,0,0,0
"31704","ENSG00000228544",23,21,13,16,15,28,37,17,30,17
"31705","ENSG00000196642",3939,3059,2536,2724,2238,5762,3773,744,4875,4308
"31706","ENSG00000213212",1,3,7,3,4,5,6,11,7,10
"31707","ENSG00000265806",19,26,28,23,39,28,19,7,9,15
"31708","ENSG00000232434",159,130,68,104,82,245,265,24,108,76
"31709","ENSG00000054148",3737,2924,2102,2872,1879,1488,1281,619,2440,1870
"31710","ENSG00000177943",856,560,487,613,536,254,118,27,168,164
"31711","ENSG00000107223",3967,3260,2130,2919,1845,4066,3702,823,3936,2892
"31712","ENSG00000127191",469,311,311,283,336,1128,746,205,941,614
"31713","ENSG00000266507",3,0,2,0,1,20,2,0,9,4
"31714","ENSG00000213590",7,3,2,7,5,1,0,0,2,4
"31715","ENSG00000260190",6,5,4,6,8,4,0,1,0,2
"31716","ENSG00000159069",4194,4009,3266,2767,2888,3884,3380,815,4286,3620
"31717","ENSG00000176919",17,8,4,1,2,40,25,8,30,16
"31718","ENSG00000184925",8,5,5,6,4,12,10,0,6,4
"31719","ENSG00000198454",0,0,0,0,2,0,0,0,0,0
"31720","ENSG00000107317",13,0,1,1,0,8,332,17,138,78
"31721","ENSG00000284341",0,0,0,0,0,0,0,0,0,0
"31722","ENSG00000214402",0,0,0,0,1,4,251,14,32,34
"31723","ENSG00000148362",575,554,355,413,390,395,290,50,344,259
"31724","ENSG00000169583",6,1,0,1,0,5,2,0,0,0
"31725","ENSG00000107331",3287,4137,2517,2518,2921,1283,1265,363,1271,1334
"31726","ENSG00000180539",11,19,7,8,9,7,2,0,3,0
"31727","ENSG00000180549",0,0,0,1,0,3,2,0,0,0
"31728","ENSG00000279073",0,0,0,0,0,0,0,0,0,0
"31729","ENSG00000107281",1729,1880,780,1068,1088,691,55,14,273,236
"31730","ENSG00000054179",88,226,33,50,62,4,4,2,5,9
"31731","ENSG00000236394",1,3,0,0,0,0,0,0,0,0
"31732","ENSG00000229257",0,0,0,0,0,0,0,0,0,0
"31733","ENSG00000186193",173,205,184,160,171,99,6,0,38,35
"31734","ENSG00000231864",0,0,0,0,0,0,0,0,0,0
"31735","ENSG00000197355",4376,3309,3093,2362,2391,2818,3477,953,2848,2967
"31736","ENSG00000268996",90,128,50,57,59,44,48,51,31,30
"31737","ENSG00000177239",5998,5938,4278,3352,4058,3236,2675,696,2233,2449
"31738","ENSG00000199411",0,0,0,0,0,1,1,0,0,0
"31739","ENSG00000176978",3783,4195,2524,2502,2040,3574,5839,824,5158,4204
"31740","ENSG00000176884",2,4,0,2,5,6,31,0,6,0
"31741","ENSG00000184709",0,0,0,0,0,0,0,0,0,0
"31742","ENSG00000261793",0,0,0,0,0,0,0,0,0,0
"31743","ENSG00000263697",0,0,0,0,0,0,0,0,0,0
"31744","ENSG00000185863",0,0,0,0,0,0,2,0,0,0
"31745","ENSG00000176248",1978,1771,1484,1497,1452,1827,1548,365,1492,1187
"31746","ENSG00000176101",1608,1255,820,962,837,1345,1325,275,1432,1081
"31747","ENSG00000176058",475,270,223,295,243,667,728,232,633,646
"31748","ENSG00000187713",1054,1043,840,796,798,1074,1007,456,907,668
"31749","ENSG00000188566",655,562,522,502,558,1028,488,106,465,452
"31750","ENSG00000284976",486,385,329,339,310,726,394,76,372,339
"31751","ENSG00000212864",200,262,145,145,174,49,40,12,61,48
"31752","ENSG00000197191",34,37,23,33,14,92,120,10,36,24
"31753","ENSG00000233198",11,4,17,13,14,71,44,2,6,4
"31754","ENSG00000198569",17,15,7,25,24,83,61,4,13,15
"31755","ENSG00000188229",6390,6211,6331,5555,5028,5593,3523,702,3841,2448
"31756","ENSG00000188163",4,4,5,3,2,12,32,2,7,2
"31757","ENSG00000275549",4,1,1,5,6,13,21,4,8,10
"31758","ENSG00000197768",8,5,0,5,3,33,46,2,24,10
"31759","ENSG00000188986",2792,2601,2042,2101,2015,2693,1938,485,2023,1637
"31760","ENSG00000198113",1857,1593,1369,1218,1225,145,78,34,69,35
"31761","ENSG00000270259",0,2,0,0,0,0,0,0,0,0
"31762","ENSG00000260996",0,0,3,3,0,1,3,0,0,0
"31763","ENSG00000288234",0,0,0,0,0,0,0,0,0,1
"31764","ENSG00000198435",5,1,3,8,7,5,9,4,1,1
"31765","ENSG00000187609",417,415,278,282,366,394,420,119,388,383
"31766","ENSG00000188747",189,138,128,167,158,42,40,2,30,17
"31767","ENSG00000188833",5,6,6,3,3,4,8,0,4,5
"31768","ENSG00000165802",2665,2338,1723,1701,1800,2212,2176,474,1744,1639
"31769","ENSG00000284317",0,0,0,0,0,0,0,0,0,0
"31770","ENSG00000130653",228,227,221,236,96,363,314,96,412,135
"31771","ENSG00000182154",1122,922,561,777,549,1339,1224,284,1529,1023
"31772","ENSG00000148399",619,720,678,568,633,670,561,254,604,595
"31773","ENSG00000165724",703,645,472,481,432,1101,644,160,601,546
"31774","ENSG00000197070",704,673,576,631,573,408,369,59,386,308
"31775","ENSG00000283411",0,0,0,0,0,0,0,0,0,0
"31776","ENSG00000203993",331,339,289,262,263,327,416,78,248,288
"31777","ENSG00000181090",2025,1911,2013,1635,1790,2164,1348,451,1136,1148
"31778","ENSG00000274841",1,0,1,0,1,0,2,0,0,0
"31779","ENSG00000233998",0,0,4,2,1,0,0,4,0,5
"31780","ENSG00000255585",25,29,27,34,34,48,14,21,26,18
"31781","ENSG00000207693",0,0,0,1,0,0,0,0,0,1
"31782","ENSG00000203987",0,1,0,0,0,0,0,0,0,0
"31783","ENSG00000148408",6,1,7,3,7,2,3,3,5,2
"31784","ENSG00000276388",0,0,0,0,0,0,0,0,0,0
"31785","ENSG00000229926",0,0,0,0,0,1,0,0,0,0
"31786","ENSG00000159247",3,0,2,2,3,44,37,16,32,13
"31787","ENSG00000278130",0,0,0,0,0,0,0,1,0,0
"31788","ENSG00000237419",1,0,0,0,0,0,0,0,0,0
"31789","ENSG00000233013",0,0,0,0,1,1,0,1,0,0
"31790","ENSG00000223256",0,0,0,0,0,0,0,0,0,0
"31791","ENSG00000250210",0,0,0,0,0,0,0,0,0,0
"31792","ENSG00000286255",0,0,0,0,0,0,0,0,0,0
"31793","ENSG00000253826",0,0,0,0,0,0,0,0,0,0
"31794","ENSG00000224777",0,0,0,1,0,0,0,0,0,0
"31795","ENSG00000254468",0,1,0,0,0,0,0,0,0,0
"31796","ENSG00000270921",0,0,0,1,0,0,3,0,1,0
"31797","ENSG00000230724",10,12,19,12,34,29,51,11,15,12
"31798","ENSG00000255229",0,0,0,0,0,0,0,2,0,0
"31799","ENSG00000222225",0,0,0,0,0,0,0,0,0,0
"31800","ENSG00000177951",1539,1387,1061,938,1036,970,815,325,810,685
"31801","ENSG00000188076",0,0,0,0,0,0,0,0,0,0
"31802","ENSG00000177947",0,1,4,2,1,0,2,3,0,0
"31803","ENSG00000254559",0,0,0,0,0,0,0,0,0,0
"31804","ENSG00000177963",3720,3192,2787,2547,2477,3295,2985,950,2143,1898
"31805","ENSG00000283920",0,0,0,0,0,0,0,0,0,0
"31806","ENSG00000142082",555,653,503,502,512,594,588,256,601,482
"31807","ENSG00000185627",2954,3054,2949,2666,2691,2443,2887,731,2192,1673
"31808","ENSG00000277290",6,10,31,5,39,12,21,2,4,29
"31809","ENSG00000174885",0,0,0,0,0,10,15,2,1,0
"31810","ENSG00000255026",2,3,4,2,0,4,14,0,3,0
"31811","ENSG00000142102",1649,2377,1227,1331,1782,564,706,116,444,448
"31812","ENSG00000206013",0,1,0,3,0,0,0,0,0,0
"31813","ENSG00000255533",0,0,1,1,0,1,0,0,0,0
"31814","ENSG00000185201",3129,1359,2413,2904,1284,3697,1244,98,4226,804
"31815","ENSG00000254910",45,56,20,37,21,41,12,29,57,41
"31816","ENSG00000185885",35,37,17,13,14,13608,1904,275,8392,2089
"31817","ENSG00000251661",40,99,25,41,30,18,24,39,24,7
"31818","ENSG00000142089",8743,7774,8707,7654,6361,29539,17431,1974,32200,12502
"31819","ENSG00000255089",0,0,0,0,0,0,0,0,0,0
"31820","ENSG00000270105",0,0,2,0,2,0,1,0,0,0
"31821","ENSG00000270030",0,6,0,3,3,0,1,5,0,3
"31822","ENSG00000255328",3,5,1,4,8,6,2,4,5,2
"31823","ENSG00000270972",5,6,1,2,1,0,2,0,0,1
"31824","ENSG00000182272",9795,9489,5949,9543,6238,601,869,219,1851,1450
"31825","ENSG00000184363",564,439,492,456,357,14,24,2,3,2
"31826","ENSG00000185187",646,1015,500,528,630,515,906,123,859,605
"31827","ENSG00000185101",30,36,15,32,60,47,50,7,40,39
"31828","ENSG00000243562",7,10,2,1,12,2,4,1,1,4
"31829","ENSG00000174915",1662,1372,1265,1245,1037,2102,1495,528,1762,1687
"31830","ENSG00000255237",3,10,5,3,2,2,7,4,13,11
"31831","ENSG00000023191",6810,4801,4370,4031,3639,6527,4709,1112,5668,4061
"31832","ENSG00000288033",7,6,1,6,9,7,6,1,5,3
"31833","ENSG00000254739",2,1,1,0,4,7,10,0,6,1
"31834","ENSG00000174775",1646,947,880,899,723,1275,793,229,1053,742
"31835","ENSG00000161328",84,97,76,39,70,116,133,14,75,55
"31836","ENSG00000185522",43,81,43,26,29,114,187,20,185,157
"31837","ENSG00000254815",9,18,13,3,18,33,44,11,37,62
"31838","ENSG00000099849",143,155,127,103,121,99,63,5,82,84
"31839","ENSG00000247095",55,82,53,52,44,58,52,11,44,62
