"","gene","DSC_27.readcounts","DSC_28.readcounts","DSC_29.readcounts","DSC_30.readcounts","DSC_31.readcounts","MC_27.readcounts","MC_28.readcounts","MC_29.readcounts","MC_30.readcounts","MC_31.readcounts"
"1","ENSG00000227232",273,389,261,129,423,248,184,60,174,348
"2","ENSG00000278267",13,17,4,7,21,18,15,2,10,20
"3","ENSG00000243485",0,0,1,0,4,0,1,0,2,0
"4","ENSG00000284332",0,0,0,0,0,0,0,0,0,0
"5","ENSG00000237613",0,0,0,1,0,0,0,0,0,0
"6","ENSG00000268020",0,0,1,0,0,0,0,0,0,0
"7","ENSG00000240361",0,1,2,0,0,0,0,0,0,0
"8","ENSG00000186092",0,0,0,1,0,0,0,2,0,0
"9","ENSG00000238009",1,5,0,2,3,0,0,0,1,0
"10","ENSG00000239945",0,0,0,0,0,0,0,0,0,0
"11","ENSG00000233750",0,0,0,0,0,1,1,1,0,0
"12","ENSG00000268903",0,0,2,0,2,0,1,0,5,0
"13","ENSG00000269981",0,0,0,0,5,0,1,0,7,0
"14","ENSG00000239906",0,0,0,0,0,0,0,0,0,0
"15","ENSG00000241860",2,20,8,9,4,2,6,5,4,1
"16","ENSG00000222623",0,0,0,0,0,0,0,0,0,0
"17","ENSG00000241599",0,0,0,0,0,0,0,0,0,0
"18","ENSG00000279928",0,1,1,0,0,0,2,1,1,0
"19","ENSG00000279457",454,392,190,221,411,320,158,83,237,349
"20","ENSG00000273874",0,0,1,0,1,1,1,0,0,0
"21","ENSG00000228463",36,9,23,30,36,23,52,16,35,16
"22","ENSG00000286448",0,0,0,0,0,0,0,0,0,0
"23","ENSG00000236679",1,6,2,5,0,3,11,1,1,3
"24","ENSG00000236601",1,0,0,0,0,0,0,0,0,0
"25","ENSG00000237094",14,34,22,25,21,19,16,9,21,9
"26","ENSG00000269732",0,0,0,0,0,0,0,0,0,0
"27","ENSG00000284733",0,0,0,0,0,0,0,0,0,0
"28","ENSG00000233653",1,0,0,0,0,0,0,0,3,0
"29","ENSG00000250575",0,0,0,0,0,1,1,0,0,2
"30","ENSG00000278757",0,0,0,0,0,0,0,0,0,0
"31","ENSG00000230021",15,1,19,8,14,19,7,9,5,9
"32","ENSG00000235146",0,0,0,0,0,0,0,0,0,0
"33","ENSG00000225972",87,208,69,256,47,327,580,773,174,346
"34","ENSG00000225630",123,271,118,304,161,454,740,757,399,419
"35","ENSG00000237973",1691,2074,939,2247,1138,4340,7789,6724,4217,7820
"36","ENSG00000278791",0,0,0,0,0,0,0,0,0,0
"37","ENSG00000229344",342,530,124,645,87,883,1746,1132,505,852
"38","ENSG00000240409",1,0,1,0,4,1,4,2,4,1
"39","ENSG00000248527",3319,4817,2436,3738,1692,7759,9036,8925,6923,10248
"40","ENSG00000198744",230,324,104,448,97,595,1419,1699,370,721
"41","ENSG00000268663",0,0,0,0,0,0,0,0,0,0
"42","ENSG00000284662",0,0,0,0,0,0,0,0,0,0
"43","ENSG00000229376",1,0,3,3,3,3,4,0,1,2
"44","ENSG00000228327",69,104,107,51,138,138,63,35,96,76
"45","ENSG00000223181",0,0,1,0,0,0,0,0,0,0
"46","ENSG00000229905",1,0,0,0,0,0,0,0,0,0
"47","ENSG00000237491",31,45,53,43,69,36,16,6,31,13
"48","ENSG00000285268",0,0,0,0,0,0,0,0,0,0
"49","ENSG00000230092",1,3,18,3,9,8,3,15,8,4
"50","ENSG00000177757",6,3,3,3,11,1,4,10,2,2
"51","ENSG00000228794",363,452,356,373,363,421,436,145,323,267
"52","ENSG00000225880",15,8,4,11,4,11,4,5,9,12
"53","ENSG00000230368",0,0,0,0,0,1,0,0,0,1
"54","ENSG00000234711",0,0,0,0,0,0,0,0,0,0
"55","ENSG00000283040",0,0,0,0,0,1,0,0,0,0
"56","ENSG00000272438",1,3,0,2,1,0,4,0,0,0
"57","ENSG00000230699",3,4,3,6,4,1,4,0,0,1
"58","ENSG00000241180",0,1,0,0,0,0,2,0,0,0
"59","ENSG00000223764",11,6,1,4,7,4,7,0,0,0
"60","ENSG00000187634",45,7,5,1,3,2,4,0,1,0
"61","ENSG00000188976",2681,2012,1877,1859,1757,3448,2025,425,1931,1529
"62","ENSG00000187961",998,857,642,635,706,746,624,152,665,679
"63","ENSG00000187583",52,26,35,28,32,11,7,0,7,1
"64","ENSG00000187642",3,0,3,1,4,6,7,0,5,0
"65","ENSG00000272512",16,7,3,8,7,15,0,0,7,6
"66","ENSG00000188290",421,400,155,272,187,709,459,54,577,360
"67","ENSG00000187608",864,1060,862,781,638,23648,3552,1786,21667,5627
"68","ENSG00000231702",1,0,0,1,0,3,1,0,2,1
"69","ENSG00000224969",10,16,8,7,10,68,19,3,68,52
"70","ENSG00000188157",42940,47398,27802,30025,30049,16759,4827,1272,9136,5360
"71","ENSG00000242590",0,0,0,0,0,0,0,0,0,0
"72","ENSG00000217801",165,232,115,123,146,32,13,5,26,10
"73","ENSG00000273443",8,16,6,12,19,4,3,0,1,0
"74","ENSG00000237330",1,0,0,0,0,1,0,0,0,2
"75","ENSG00000131591",573,582,403,403,399,474,332,69,336,352
"76","ENSG00000285812",3,4,7,1,17,8,6,1,3,7
"77","ENSG00000223823",0,0,0,0,0,0,0,0,0,0
"78","ENSG00000207730",0,0,0,0,0,0,0,0,0,0
"79","ENSG00000207607",1,0,0,0,0,0,0,0,0,0
"80","ENSG00000198976",0,0,0,0,0,0,0,0,0,0
"81","ENSG00000272141",0,1,0,1,0,0,1,0,0,0
"82","ENSG00000205231",0,1,0,0,0,0,0,0,0,0
"83","ENSG00000162571",1,0,0,0,0,1,0,0,0,0
"84","ENSG00000186891",11,7,12,5,1,0,0,0,1,0
"85","ENSG00000186827",2,1,4,1,0,0,0,0,0,0
"86","ENSG00000078808",9236,8927,6140,6483,5031,6468,4593,1107,5311,3876
"87","ENSG00000176022",2126,1798,1297,1366,1244,1082,979,147,882,589
"88","ENSG00000184163",37,17,13,32,13,25,19,6,32,32
"89","ENSG00000260179",12,5,13,12,12,11,19,0,4,5
"90","ENSG00000160087",2015,1659,1309,1439,1284,1356,1368,241,1103,827
"91","ENSG00000230415",58,78,58,52,61,49,50,15,26,29
"92","ENSG00000162572",566,395,382,350,346,302,338,31,189,153
"93","ENSG00000131584",8457,7364,5937,6372,5584,3106,1879,573,2144,2483
"94","ENSG00000278073",0,0,0,0,0,0,0,0,0,0
"95","ENSG00000169972",407,297,256,276,258,208,112,26,201,145
"96","ENSG00000127054",2863,2549,2320,2290,2249,2766,2016,434,2081,1817
"97","ENSG00000283712",0,0,0,0,0,0,0,0,0,0
"98","ENSG00000240731",89,74,76,76,73,78,48,23,40,40
"99","ENSG00000224051",682,598,486,445,453,758,696,86,599,482
"100","ENSG00000169962",50,33,35,47,31,36,62,16,13,4
"101","ENSG00000107404",3309,2720,2159,1992,1996,2069,1627,336,1656,1531
"102","ENSG00000284372",0,0,0,0,0,0,0,0,0,0
"103","ENSG00000162576",12752,11132,7256,6635,5716,318,540,25,115,90
"104","ENSG00000175756",1698,1478,925,1131,808,1812,1678,251,1609,1101
"105","ENSG00000223663",0,1,3,0,0,1,0,0,0,1
"106","ENSG00000221978",5389,6310,5478,4565,5386,7204,5480,3134,7257,7156
"107","ENSG00000224870",443,364,255,334,303,324,384,85,279,235
"108","ENSG00000242485",1154,1153,956,944,792,1260,1075,297,963,826
"109","ENSG00000264293",0,0,0,0,0,0,0,0,0,0
"110","ENSG00000272455",37,47,18,32,16,75,96,14,47,39
"111","ENSG00000235098",47,57,49,56,41,24,29,14,53,15
"112","ENSG00000225905",5,6,2,1,2,3,2,3,6,1
"113","ENSG00000205116",0,3,1,2,0,0,1,0,0,0
"114","ENSG00000225285",6,17,10,18,4,1,2,0,0,0
"115","ENSG00000179403",2118,3708,1551,2080,1815,289,235,43,229,363
"116","ENSG00000215915",13,27,24,50,40,5,15,1,3,4
"117","ENSG00000160072",1192,997,833,774,744,2014,1033,251,1132,1167
"118","ENSG00000284740",4,4,4,1,2,14,20,31,5,9
"119","ENSG00000197785",1379,1091,974,810,771,1493,1027,155,727,685
"120","ENSG00000205090",91,118,52,53,69,57,26,10,70,73
"121","ENSG00000160075",2876,2689,2357,2275,2242,6686,8424,1945,3965,4906
"122","ENSG00000215014",17,15,18,13,3,277,537,53,40,85
"123","ENSG00000274481",0,0,0,0,0,0,0,0,0,0
"124","ENSG00000228594",190,245,128,113,124,1110,1785,250,1267,1035
"125","ENSG00000286989",8,5,9,6,15,44,42,19,64,85
"126","ENSG00000272106",181,254,143,230,138,114,190,138,178,131
"127","ENSG00000197530",2508,1880,1383,1866,1510,2537,2030,388,1939,2117
"128","ENSG00000189409",3,0,1,0,2,3,8,5,3,3
"129","ENSG00000248333",1106,1180,1089,1150,1032,1293,1185,217,1322,846
"130","ENSG00000272004",0,2,2,2,3,1,0,2,1,0
"131","ENSG00000189339",1286,3287,2050,2517,2537,1694,2555,1855,3170,2695
"132","ENSG00000269737",57,58,52,48,58,71,38,10,39,52
"133","ENSG00000215914",5,8,12,4,3,11,20,4,14,12
"134","ENSG00000008128",100,95,93,73,90,105,125,29,87,93
"135","ENSG00000268575",41,126,97,68,153,81,156,90,104,165
"136","ENSG00000227775",5,10,11,18,18,4,14,1,14,24
"137","ENSG00000215790",1464,762,1183,364,779,1836,1254,457,557,947
"138","ENSG00000008130",1778,1793,1544,1416,1340,3585,3266,1106,2556,2015
"139","ENSG00000078369",15901,17373,17553,13811,14997,17869,12929,6147,10700,9298
"140","ENSG00000231050",8,4,7,2,7,10,11,3,8,9
"141","ENSG00000169885",45,37,15,25,26,40,44,4,23,24
"142","ENSG00000178821",19,23,7,14,12,12,8,0,4,4
"143","ENSG00000142609",3,2,5,1,1,0,0,0,0,2
"144","ENSG00000233542",0,0,0,0,0,0,0,0,0,0
"145","ENSG00000187730",0,0,0,0,0,0,0,0,0,0
"146","ENSG00000226969",0,0,0,0,0,0,0,0,0,0
"147","ENSG00000067606",178,163,163,131,123,118,76,9,68,81
"148","ENSG00000271806",0,0,1,1,3,1,0,1,0,1
"149","ENSG00000182873",109,92,71,80,120,26,27,8,8,15
"150","ENSG00000162585",1637,1224,893,1077,894,1151,1117,206,1201,868
"151","ENSG00000234396",0,1,2,1,2,6,10,0,0,3
"152","ENSG00000157933",4870,5272,5339,4281,4428,3360,1777,656,1590,1577
"153","ENSG00000287356",47,47,27,26,25,94,141,9,32,20
"154","ENSG00000116151",118,127,98,118,98,195,249,42,117,101
"155","ENSG00000272161",0,0,0,1,1,2,5,0,1,0
"156","ENSG00000269896",62,53,25,42,52,132,52,15,40,30
"157","ENSG00000272420",4,7,11,8,14,12,3,2,17,12
"158","ENSG00000157916",3035,3117,2734,2525,2429,3197,2505,1115,2504,2046
"159","ENSG00000157911",947,816,623,643,645,700,557,129,606,456
"160","ENSG00000149527",11,16,12,5,13,51,111,3,21,15
"161","ENSG00000224387",1,0,3,1,0,4,0,0,1,1
"162","ENSG00000229393",7,1,3,4,1,2,2,0,1,5
"163","ENSG00000157881",900,909,834,784,802,1107,969,265,847,846
"164","ENSG00000197921",5,2,10,6,0,1,2,7,5,3
"165","ENSG00000272449",48,50,21,23,9,112,172,38,75,107
"166","ENSG00000238164",86,76,67,34,46,768,672,107,229,189
"167","ENSG00000157873",1815,1624,1466,1376,1261,10501,8302,3065,12156,13377
"168","ENSG00000225931",1,3,5,5,5,298,219,7,84,28
"169","ENSG00000228037",9,7,6,6,7,190,364,31,22,14
"170","ENSG00000157870",1771,1518,1233,1144,1199,1820,1332,412,1415,1295
"171","ENSG00000142606",12,29,5,7,30,13,14,0,21,10
"172","ENSG00000237058",0,0,0,0,0,0,0,0,0,0
"173","ENSG00000215912",14,14,17,22,22,29,37,5,19,14
"174","ENSG00000285945",0,0,0,0,0,0,0,0,0,0
"175","ENSG00000283259",0,0,0,0,0,1,0,0,0,0
"176","ENSG00000233234",0,0,0,0,0,0,0,0,0,0
"177","ENSG00000287396",0,0,0,0,0,0,0,0,0,0
"178","ENSG00000231630",0,0,0,0,0,0,0,0,0,0
"179","ENSG00000284745",0,0,0,1,0,0,0,0,0,1
"180","ENSG00000169717",0,0,0,0,0,0,0,0,0,0
"181","ENSG00000177133",490,584,366,399,319,0,0,0,0,0
"182","ENSG00000142611",1409,1781,1352,1367,1101,21,3,0,2,13
"183","ENSG00000283572",0,0,2,2,0,0,0,0,0,0
"184","ENSG00000226286",1,4,1,2,8,0,0,4,0,0
"185","ENSG00000279839",0,0,5,2,6,0,0,0,0,2
"186","ENSG00000272235",41,50,31,30,27,2,2,0,2,0
"187","ENSG00000287828",50,44,32,28,24,2,7,0,0,0
"188","ENSG00000286518",0,2,3,3,3,0,0,0,0,0
"189","ENSG00000130762",163,153,154,140,90,7,1,0,0,0
"190","ENSG00000272088",0,1,1,0,3,0,0,0,0,0
"191","ENSG00000162591",353,64,81,78,141,323,98,2,133,126
"192","ENSG00000207776",0,0,0,0,0,0,0,0,0,0
"193","ENSG00000238260",8,4,2,2,1,2,4,3,1,3
"194","ENSG00000158109",1325,1250,1118,925,950,1555,1854,969,1460,1161
"195","ENSG00000116213",607,655,616,562,576,567,469,203,428,391
"196","ENSG00000078900",2,8,5,2,3,10,2,4,0,0
"197","ENSG00000227589",0,0,0,0,0,0,0,0,0,0
"198","ENSG00000235131",0,0,0,0,0,0,0,0,0,0
"199","ENSG00000227372",1250,1443,1180,1172,1406,1015,969,298,776,648
"200","ENSG00000276189",0,0,0,0,0,0,0,0,0,0
"201","ENSG00000162592",3,1,1,2,9,1,1,3,0,0
"202","ENSG00000235169",18,23,17,19,15,27,93,19,105,33
"203","ENSG00000130764",1538,1503,1402,1191,1239,2144,1644,655,1268,1120
"204","ENSG00000266075",4,5,6,5,2,2,2,2,2,1
"205","ENSG00000272153",35,36,23,16,28,27,21,16,33,13
"206","ENSG00000116198",1311,1224,1261,1037,1305,1780,1516,588,1118,972
"207","ENSG00000169598",240,288,270,232,245,226,244,78,181,174
"208","ENSG00000198912",598,555,493,364,610,661,441,132,362,339
"209","ENSG00000236423",20,24,14,17,15,18,5,13,21,22
"210","ENSG00000233304",0,0,0,0,0,2,2,0,0,0
"211","ENSG00000226374",1,0,0,1,0,1,0,0,0,0
"212","ENSG00000284668",0,2,0,1,0,0,0,0,0,0
"213","ENSG00000284703",0,0,0,0,0,0,0,0,0,0
"214","ENSG00000229280",0,0,0,0,0,0,0,0,0,0
"215","ENSG00000235054",0,1,0,0,0,1,0,0,1,2
"216","ENSG00000284694",0,0,0,0,0,0,0,0,0,0
"217","ENSG00000227169",0,0,0,0,0,0,0,0,0,0
"218","ENSG00000232596",0,0,0,0,0,0,0,0,0,0
"219","ENSG00000196581",103,105,61,67,71,0,1,0,1,0
"220","ENSG00000287586",0,0,1,0,0,0,0,0,0,0
"221","ENSG00000284739",0,0,0,0,0,0,0,0,0,0
"222","ENSG00000284674",0,0,0,0,0,0,0,0,0,0
"223","ENSG00000231510",0,0,0,0,0,0,0,0,1,0
"224","ENSG00000284616",0,0,0,0,0,0,0,0,0,0
"225","ENSG00000284692",0,0,0,0,0,0,0,0,0,0
"226","ENSG00000284666",0,0,0,0,0,0,0,0,0,0
"227","ENSG00000260972",0,0,0,0,0,0,0,0,0,0
"228","ENSG00000283356",0,0,0,0,0,0,0,0,0,0
"229","ENSG00000236948",0,0,0,0,0,0,0,0,1,0
"230","ENSG00000264341",0,0,0,0,0,0,0,0,0,0
"231","ENSG00000264101",1,0,0,0,0,0,0,0,0,0
"232","ENSG00000131697",793,720,417,502,506,1424,543,286,698,646
"233","ENSG00000069424",379,382,229,272,269,26457,25330,4767,19938,15798
"234","ENSG00000116254",11,9,12,20,4,6,3,0,13,8
"235","ENSG00000285629",0,0,0,0,0,0,0,0,0,0
"236","ENSG00000116251",2111,2679,1924,1560,2099,2087,1932,1348,2391,1858
"237","ENSG00000226944",2,6,7,3,3,23,33,7,37,33
"238","ENSG00000158286",106,97,65,64,92,639,429,170,556,679
"239","ENSG00000116237",3320,3776,3625,3317,2941,5769,4036,1526,3978,2700
"240","ENSG00000225077",1,3,4,8,7,28,66,9,46,25
"241","ENSG00000173673",0,0,1,0,0,1,5,0,1,2
"242","ENSG00000158292",1634,2044,1182,1105,1302,392,930,178,395,491
"243","ENSG00000097021",1789,1921,1731,1628,1385,6219,2312,810,4340,2531
"244","ENSG00000271746",0,0,0,0,0,0,0,0,0,0
"245","ENSG00000069812",13,3,6,5,5,14,47,3,3,3
"246","ENSG00000187017",38,96,18,59,77,5,43,14,18,36
"247","ENSG00000265392",0,0,0,0,0,0,0,0,0,0
"248","ENSG00000231868",0,0,0,0,0,0,0,0,0,0
"249","ENSG00000215788",129,149,87,78,179,5,26,0,26,36
"250","ENSG00000171680",316,348,183,170,412,84,124,38,107,178
"251","ENSG00000162408",566,577,760,680,902,455,359,355,416,374
"252","ENSG00000253022",0,0,0,0,1,0,0,4,0,0
"253","ENSG00000229519",4,5,18,9,12,3,1,2,7,2
"254","ENSG00000173662",6,5,0,2,1,3,13,0,1,2
"255","ENSG00000204859",499,464,350,391,379,487,360,128,386,297
"256","ENSG00000162413",2326,1879,1775,1812,2219,2990,4979,1514,2198,2119
"257","ENSG00000116273",815,980,781,669,691,659,734,301,446,413
"258","ENSG00000041988",386,387,285,332,314,308,356,89,349,254
"259","ENSG00000007923",991,938,975,864,852,1883,1274,330,1043,823
"260","ENSG00000228750",0,0,0,0,0,0,0,0,0,1
"261","ENSG00000284744",0,0,0,0,0,2,0,0,1,0
"262","ENSG00000237436",10,9,5,2,3,6,12,1,12,11
"263","ENSG00000171735",1128,1469,1241,1024,1229,937,957,557,1418,1175
"264","ENSG00000227950",0,2,4,0,0,0,3,1,1,2
"265","ENSG00000237365",0,0,0,0,0,0,0,0,0,0
"266","ENSG00000207056",0,0,0,0,0,0,0,0,0,0
"267","ENSG00000237402",0,1,1,0,0,0,0,0,1,1
"268","ENSG00000237728",0,0,0,0,0,0,0,0,0,0
"269","ENSG00000225126",4,1,0,0,5,0,0,0,0,0
"270","ENSG00000270171",1,7,6,10,9,0,0,3,3,0
"271","ENSG00000270035",7,27,21,13,2,2,0,0,3,2
"272","ENSG00000269978",27,64,36,25,16,4,9,7,8,4
"273","ENSG00000049245",4069,5274,4790,3655,4979,4854,3885,2507,4581,4179
"274","ENSG00000269925",19,28,46,8,25,15,3,9,10,10
"275","ENSG00000049246",1215,1712,922,660,1065,1206,885,633,1196,1222
"276","ENSG00000236266",9,14,21,2,19,12,5,10,13,17
"277","ENSG00000049247",2,2,0,1,0,10,33,8,1,5
"278","ENSG00000049249",4,6,17,8,6,1,0,0,0,0
"279","ENSG00000270330",0,0,0,0,0,0,0,0,0,0
"280","ENSG00000116288",4686,4862,4103,4178,3684,5447,4720,1698,6094,4089
"281","ENSG00000200344",0,0,1,0,1,0,1,1,2,4
"282","ENSG00000284747",11,22,20,9,25,13,18,0,20,19
"283","ENSG00000284716",0,2,2,1,4,1,2,0,0,2
"284","ENSG00000116285",642,575,476,270,322,350,208,113,126,121
"285","ENSG00000238290",0,1,1,0,0,1,3,5,0,0
"286","ENSG00000232848",0,0,0,0,0,0,0,0,0,0
"287","ENSG00000229305",0,0,0,0,0,0,0,0,0,0
"288","ENSG00000227634",0,0,0,0,0,0,0,0,0,0
"289","ENSG00000200975",0,0,0,0,0,0,0,0,0,0
"290","ENSG00000233645",0,0,0,0,0,0,0,0,0,0
"291","ENSG00000251977",0,0,0,0,0,0,0,0,0,0
"292","ENSG00000162426",47,49,23,25,62,21,15,0,13,8
"293","ENSG00000252254",0,1,0,0,0,0,0,0,0,0
"294","ENSG00000142599",2846,3144,2557,2263,2397,3204,1896,684,1985,1994
"295","ENSG00000232912",3,9,1,1,11,2,2,3,2,3
"296","ENSG00000221083",3,1,1,0,0,0,1,0,3,0
"297","ENSG00000270282",0,0,0,1,1,2,0,0,0,1
"298","ENSG00000234619",0,1,1,3,0,0,3,0,1,0
"299","ENSG00000224315",1,0,4,2,4,0,0,3,0,6
"300","ENSG00000222511",0,0,0,0,1,0,0,5,0,0
"301","ENSG00000226545",0,1,3,0,1,1,0,0,0,2
"302","ENSG00000228423",0,0,1,0,0,0,0,14,0,0
"303","ENSG00000229716",0,0,0,0,0,0,0,0,0,0
"304","ENSG00000074800",19609,15144,15932,14006,14588,26330,17500,2883,13839,10451
"305","ENSG00000274258",2,0,0,0,0,3,0,0,0,0
"306","ENSG00000230679",3,3,3,3,2,2,0,0,1,2
"307","ENSG00000201725",0,0,0,0,0,0,0,0,0,0
"308","ENSG00000238249",1,8,2,6,0,5,1,0,0,0
"309","ENSG00000232208",1,1,0,0,0,0,0,0,1,1
"310","ENSG00000232663",0,0,0,0,0,0,0,0,0,0
"311","ENSG00000131686",1,1,1,2,0,0,0,0,0,0
"312","ENSG00000265141",0,0,0,0,0,0,0,0,0,0
"313","ENSG00000197241",0,0,0,0,0,0,0,0,0,0
"314","ENSG00000142583",4,0,3,2,4,16,11,3,14,3
"315","ENSG00000252404",0,0,0,0,0,0,0,0,0,0
"316","ENSG00000180758",142,144,98,108,106,240,382,88,200,160
"317","ENSG00000228526",838,597,667,702,582,795,662,362,676,1023
"318","ENSG00000284357",0,0,0,0,0,0,0,0,0,0
"319","ENSG00000234546",128,68,119,144,109,112,143,70,91,82
"320","ENSG00000049239",3008,3088,3806,2580,2990,1502,1762,726,1081,876
"321","ENSG00000171621",385,296,214,177,173,2097,1244,494,1706,1631
"322","ENSG00000284652",28,25,38,27,15,25,102,21,26,35
"323","ENSG00000284693",71,116,99,124,109,101,191,31,153,103
"324","ENSG00000252956",0,0,0,0,0,1,1,0,0,0
"325","ENSG00000235263",0,0,0,0,0,0,0,0,0,0
"326","ENSG00000171612",486,501,469,381,474,861,736,296,634,448
"327","ENSG00000231181",6,4,2,3,8,6,2,1,2,3
"328","ENSG00000188807",932,927,766,697,785,1724,1269,321,866,597
"329","ENSG00000171608",1426,1067,1172,734,770,6362,5416,1253,4586,3523
"330","ENSG00000179840",0,0,0,0,0,2,5,0,0,1
"331","ENSG00000233268",0,0,0,0,0,0,1,0,0,0
"332","ENSG00000231789",73,94,74,66,72,214,362,70,240,228
"333","ENSG00000171603",23584,24180,22264,21494,19723,8779,5990,2310,5713,5662
"334","ENSG00000271264",1,0,1,2,4,0,0,0,0,0
"335","ENSG00000280113",0,0,0,0,4,1,2,0,0,0
"336","ENSG00000178585",1008,1067,845,790,691,648,733,266,582,510
"337","ENSG00000223989",0,0,0,0,0,0,0,0,0,0
"338","ENSG00000285701",1,1,3,2,2,2,0,4,6,3
"339","ENSG00000162441",1313,1685,1615,1360,1743,1143,742,605,933,733
"340","ENSG00000228150",15,6,4,10,1,7,9,0,2,4
"341","ENSG00000173614",389,360,394,307,356,330,416,208,330,274
"342","ENSG00000202415",1,2,0,0,0,0,0,5,2,0
"343","ENSG00000283611",1,0,0,1,2,2,2,2,0,0
"344","ENSG00000265521",0,0,0,0,0,0,0,0,0,0
"345","ENSG00000241326",0,0,0,0,0,0,0,0,0,0
"346","ENSG00000162444",5,4,10,6,7,14,21,4,25,37
"347","ENSG00000130939",1997,2422,2494,1939,2369,1718,1557,840,1092,1272
"348","ENSG00000224340",0,0,0,0,0,0,0,0,2,0
"349","ENSG00000233623",0,2,1,0,3,0,0,3,0,0
"350","ENSG00000201746",2,0,1,1,1,0,0,0,0,0
"351","ENSG00000054523",2734,3126,3360,2587,3310,2910,1859,1097,1389,1291
"352","ENSG00000264881",0,0,1,0,1,0,0,0,0,0
"353","ENSG00000199562",0,0,4,0,5,0,0,0,0,0
"354","ENSG00000264501",0,0,0,0,0,0,0,0,0,0
"355","ENSG00000284735",5,6,13,9,4,9,3,4,15,24
"356","ENSG00000284642",23,12,9,11,12,25,11,11,25,11
"357","ENSG00000142657",7302,6261,6058,5317,5700,7165,6566,1680,6200,6018
"358","ENSG00000271989",0,0,0,1,0,1,1,0,0,0
"359","ENSG00000251503",1,2,3,0,6,4,4,1,4,5
"360","ENSG00000175279",34,41,37,28,35,74,44,14,63,36
"361","ENSG00000241563",7,8,4,3,6,10,6,3,6,5
"362","ENSG00000160049",1321,1532,1511,1265,1422,1588,1491,558,1266,1072
"363","ENSG00000203469",0,0,0,0,0,0,0,0,0,0
"364","ENSG00000142655",552,486,409,352,387,884,636,124,735,520
"365","ENSG00000287727",1,2,2,7,5,1,3,1,5,2
"366","ENSG00000243267",0,1,1,2,4,0,0,0,2,2
"367","ENSG00000130940",20,17,40,28,39,13,2,2,0,2
"368","ENSG00000272078",6,4,7,5,6,1,0,2,5,0
"369","ENSG00000225158",0,0,0,0,0,0,0,0,0,0
"370","ENSG00000175262",0,0,4,0,0,9,11,7,5,9
"371","ENSG00000215785",3,2,3,0,1,2,2,1,0,0
"372","ENSG00000120948",2311,2593,2752,2133,2815,2781,1773,960,1875,1550
"373","ENSG00000277726",0,0,0,3,1,0,1,0,7,1
"374","ENSG00000009724",45,64,63,54,117,110,49,19,56,58
"375","ENSG00000271895",51,42,36,34,67,44,17,8,52,55
"376","ENSG00000116649",3050,2226,1785,1557,1570,3354,2445,655,2720,1914
"377","ENSG00000171824",2293,2860,3038,2517,3163,3554,2297,820,2367,1910
"378","ENSG00000226849",14,22,15,10,22,10,7,4,12,13
"379","ENSG00000230337",15,8,10,15,10,11,15,1,14,6
"380","ENSG00000198793",2189,2453,2625,2241,2630,4814,2807,981,2465,2255
"381","ENSG00000225602",1,2,5,4,1,1,0,0,1,0
"382","ENSG00000253086",0,0,0,0,0,0,0,0,0,0
"383","ENSG00000171819",697,1106,386,661,390,3,3,5,17,14
"384","ENSG00000207451",1,0,1,0,1,0,0,0,2,0
"385","ENSG00000238173",0,0,0,0,0,0,0,1,1,0
"386","ENSG00000120942",589,669,610,552,667,705,422,256,536,429
"387","ENSG00000238199",3,1,1,3,4,3,5,0,3,1
"388","ENSG00000284646",2,2,0,3,1,5,1,1,0,0
"389","ENSG00000224338",0,0,0,0,0,0,0,0,0,0
"390","ENSG00000204624",12,39,10,28,34,4,2,0,5,6
"391","ENSG00000285833",0,0,0,0,0,0,0,0,0,0
"392","ENSG00000235643",0,0,0,0,0,1,0,0,0,0
"393","ENSG00000284708",0,0,0,0,0,0,3,0,2,0
"394","ENSG00000116661",42,57,14,27,18,650,758,255,1050,510
"395","ENSG00000132879",985,917,578,704,682,1866,1469,422,1540,1318
"396","ENSG00000116663",135,125,74,64,69,711,353,149,857,426
"397","ENSG00000116670",1228,1578,849,850,790,810,659,133,880,500
"398","ENSG00000162490",557,1196,259,163,381,13,6,0,3,5
"399","ENSG00000177674",904,832,535,497,595,1720,1112,210,1841,1011
"400","ENSG00000215910",0,2,0,0,0,1,16,0,1,0
"401","ENSG00000177553",0,0,0,0,0,0,0,0,0,0
"402","ENSG00000177000",1017,1147,953,939,1051,1638,1871,688,1404,1327
"403","ENSG00000011021",1791,1646,1750,1039,2357,2152,1165,596,1528,1878
"404","ENSG00000276470",0,0,0,0,0,0,0,0,0,0
"405","ENSG00000278852",0,0,0,0,0,0,0,0,0,0
"406","ENSG00000175206",14,4,3,8,10,24,4,2,23,16
"407","ENSG00000275915",0,0,0,0,0,0,0,0,0,0
"408","ENSG00000120937",0,0,1,0,0,6,2,2,0,0
"409","ENSG00000224904",0,0,1,1,0,1,2,0,0,0
"410","ENSG00000285646",19,22,17,16,13,6,16,4,14,8
"411","ENSG00000199347",0,0,0,0,0,0,0,0,0,0
"412","ENSG00000201801",1,0,0,0,0,0,1,0,0,0
"413","ENSG00000116685",2439,2353,1950,1645,1718,2406,2229,468,1946,1499
"414","ENSG00000083444",23653,27326,20593,17931,13783,11156,5769,1055,7720,5504
"415","ENSG00000287384",0,6,5,3,1,4,5,0,3,1
"416","ENSG00000116688",2593,2314,2196,2032,2147,4834,3305,1292,2460,1992
