"","gene","msc_11_S11.readcounts","msc_12_S12.readcounts","msc_13_S13.readcounts","msc_14_S14.readcounts","msc_15_S15.readcounts"
"37339","ENSG00000280561",0,0,0,0,0
"37340","ENSG00000234134",1,4,0,4,0
"37341","ENSG00000107938",371,412,326,254,232
"37342","ENSG00000236991",1,2,1,5,4
"37343","ENSG00000154485",1,0,1,6,1
"37344","ENSG00000188690",1804,2266,2779,2439,1903
"37345","ENSG00000265092",0,0,0,0,0
"37346","ENSG00000107949",920,849,726,717,524
"37347","ENSG00000089876",1070,1398,1030,887,756
"37348","ENSG00000277371",2,1,0,0,0
"37349","ENSG00000222629",0,0,0,0,0
"37350","ENSG00000203780",47,101,110,74,50
"37351","ENSG00000234016",0,1,0,0,0
"37352","ENSG00000233409",0,0,0,0,0
"37353","ENSG00000148848",1065,753,3031,909,2639
"37354","ENSG00000222740",0,0,0,0,0
"37355","ENSG00000213170",0,0,0,0,0
"37356","ENSG00000287609",13,5,16,24,15
"37357","ENSG00000235180",2,1,3,3,5
"37358","ENSG00000154493",2137,1933,3236,2951,2617
"37359","ENSG00000287326",0,0,1,1,0
"37360","ENSG00000199321",0,0,0,0,0
"37361","ENSG00000150760",2036,1045,1807,2030,2172
"37362","ENSG00000223528",0,2,0,0,0
"37363","ENSG00000232935",0,0,0,0,0
"37364","ENSG00000188916",3,10,1,1,0
"37365","ENSG00000214285",0,0,0,0,0
"37366","ENSG00000279725",0,0,0,0,0
"37367","ENSG00000186766",0,0,0,0,0
"37368","ENSG00000270778",0,0,0,0,0
"37369","ENSG00000180745",1,0,0,0,0
"37370","ENSG00000132334",72,37,6,25,3
"37371","ENSG00000232259",0,0,0,0,0
"37372","ENSG00000227076",0,0,0,0,0
"37373","ENSG00000287427",0,0,0,0,0
"37374","ENSG00000148773",3058,34,9,1168,803
"37375","ENSG00000280953",0,0,0,0,0
"37376","ENSG00000234640",0,0,0,0,0
"37377","ENSG00000224190",0,0,0,0,0
"37378","ENSG00000232985",0,0,0,0,0
"37379","ENSG00000287361",0,0,0,0,0
"37380","ENSG00000225424",0,0,0,0,0
"37381","ENSG00000285615",0,0,0,0,0
"37382","ENSG00000170430",359,355,540,701,581
"37383","ENSG00000287466",0,0,0,0,0
"37384","ENSG00000237224",0,0,0,0,0
"37385","ENSG00000227374",0,0,0,0,0
"37386","ENSG00000283141",2,0,0,1,0
"37387","ENSG00000108001",12,469,73,4,5
"37388","ENSG00000275327",0,0,0,0,0
"37389","ENSG00000266676",0,0,0,0,1
"37390","ENSG00000275005",2,0,0,0,0
"37391","ENSG00000287997",0,0,1,0,0
"37392","ENSG00000237489",60,95,71,63,47
"37393","ENSG00000277218",1,0,0,0,0
"37394","ENSG00000233122",3,0,1,0,1
"37395","ENSG00000233319",0,0,0,0,0
"37396","ENSG00000108010",1169,1181,793,1009,790
"37397","ENSG00000236303",0,0,0,0,0
"37398","ENSG00000276375",0,1,0,0,0
"37399","ENSG00000222997",0,0,0,0,0
"37400","ENSG00000285529",0,0,0,0,0
"37401","ENSG00000264803",0,0,0,0,0
"37402","ENSG00000176769",19,17,18,4,5
"37403","ENSG00000230098",0,0,0,0,0
"37404","ENSG00000189275",0,17,1,0,0
"37405","ENSG00000286295",1,2,0,0,0
"37406","ENSG00000280446",0,0,0,0,0
"37407","ENSG00000283095",2,0,0,0,0
"37408","ENSG00000175470",749,940,927,750,548
"37409","ENSG00000176171",1213,1894,1294,1164,823
"37410","ENSG00000277959",2,3,4,5,3
"37411","ENSG00000273521",2,3,2,1,3
"37412","ENSG00000279982",2,2,0,4,1
"37413","ENSG00000188385",23,85,38,28,11
"37414","ENSG00000235010",0,0,1,0,0
"37415","ENSG00000151640",373,273,847,361,817
"37416","ENSG00000165752",292,435,321,301,273
"37417","ENSG00000148814",265,380,479,358,397
"37418","ENSG00000171813",526,987,794,553,544
"37419","ENSG00000231705",0,0,1,0,0
"37420","ENSG00000234311",1,3,2,0,0
"37421","ENSG00000180066",11,16,5,5,3
"37422","ENSG00000226900",0,5,3,0,0
"37423","ENSG00000229081",0,3,1,0,0
"37424","ENSG00000068383",511,519,712,618,563
"37425","ENSG00000148826",0,0,0,0,0
"37426","ENSG00000171811",21,21,34,41,30
"37427","ENSG00000232903",0,0,0,0,0
"37428","ENSG00000224758",0,0,0,0,0
"37429","ENSG00000240707",0,0,0,0,0
"37430","ENSG00000197177",0,0,0,0,0
"37431","ENSG00000256925",0,0,0,0,0
"37432","ENSG00000235264",1,0,0,1,2
"37433","ENSG00000171798",56,218,100,111,70
"37434","ENSG00000171794",0,0,0,0,0
"37435","ENSG00000151650",0,0,0,2,0
"37436","ENSG00000166917",0,0,0,0,0
"37437","ENSG00000284219",0,0,0,0,0
"37438","ENSG00000273980",2,14,3,0,1
"37439","ENSG00000151651",63,25,40,17,19
"37440","ENSG00000130640",2108,1653,2271,2179,2146
"37441","ENSG00000235245",19,8,5,11,16
"37442","ENSG00000198546",127,153,160,191,136
"37443","ENSG00000283496",0,0,0,0,0
"37444","ENSG00000130643",2,0,2,0,0
"37445","ENSG00000230306",4,13,1,3,2
"37446","ENSG00000226699",2,11,0,3,3
"37447","ENSG00000165828",2,0,0,0,0
"37448","ENSG00000148803",128,363,326,229,210
"37449","ENSG00000127884",2281,2357,2302,2715,2266
"37450","ENSG00000265395",0,0,0,1,1
"37451","ENSG00000274685",0,0,0,0,0
"37452","ENSG00000148832",13,17,10,14,15
"37453","ENSG00000254536",15,1,4,8,9
"37454","ENSG00000148824",169,89,113,194,81
"37455","ENSG00000203772",4,4,5,2,2
"37456","ENSG00000273327",0,0,0,0,0
"37457","ENSG00000214279",12,18,22,16,29
"37458","ENSG00000273336",1,0,0,2,0
"37459","ENSG00000130649",9,15,3,13,2
"37460","ENSG00000278518",0,0,0,0,0
"37461","ENSG00000286789",0,0,0,0,0
"37462","ENSG00000171772",0,0,2,0,0
"37463","ENSG00000288107",0,0,0,0,0
"37464","ENSG00000233685",0,0,0,0,0
"37465","ENSG00000287327",0,0,0,0,0
"37466","ENSG00000225899",0,0,0,0,0
"37467","ENSG00000213543",0,0,0,0,0
"37468","ENSG00000233435",0,0,0,0,0
"37469","ENSG00000230468",0,0,0,0,0
"37470","ENSG00000279626",0,0,0,0,0
"37471","ENSG00000280337",0,0,0,0,0
"37472","ENSG00000274599",0,0,0,0,0
"37473","ENSG00000276964",0,0,0,0,0
"37474","ENSG00000277274",0,0,0,0,0
"37475","ENSG00000275610",0,0,0,0,0
"37476","ENSG00000276164",0,0,0,0,0
"37477","ENSG00000237635",0,0,0,0,0
"37478","ENSG00000278664",0,0,0,0,0
"37479","ENSG00000278761",0,0,0,0,0
"37480","ENSG00000278790",0,0,0,0,0
"37481","ENSG00000276046",0,0,0,0,0
"37482","ENSG00000276904",0,0,0,0,0
"37483","ENSG00000278641",0,0,0,0,0
"37484","ENSG00000213147",0,0,0,0,0
"37485","ENSG00000282875",0,0,0,0,0
"37486","ENSG00000256263",0,0,1,0,0
"37487","ENSG00000226210",85,201,138,219,165
"37488","ENSG00000249054",0,0,0,0,0
"37489","ENSG00000120645",22,10,74,31,9
"37490","ENSG00000256948",0,0,0,0,0
"37491","ENSG00000249695",0,0,7,6,1
"37492","ENSG00000256694",0,2,0,0,0
"37493","ENSG00000256540",2,0,0,0,0
"37494","ENSG00000111181",62,27,23,46,59
"37495","ENSG00000255671",0,0,0,1,0
"37496","ENSG00000256577",4,1,0,1,0
"37497","ENSG00000010379",28,26,10,13,2
"37498","ENSG00000255746",0,0,0,0,0
"37499","ENSG00000261799",94,80,127,131,92
"37500","ENSG00000073614",1683,1569,1766,1437,1572
"37501","ENSG00000120647",238,171,115,165,139
"37502","ENSG00000139044",82,49,27,49,42
"37503","ENSG00000171840",3,1,8,7,1
"37504","ENSG00000256020",0,0,0,0,0
"37505","ENSG00000238370",0,0,0,0,0
"37506","ENSG00000255825",0,0,0,0,0
"37507","ENSG00000177406",70,224,280,74,88
"37508","ENSG00000256672",0,0,0,0,0
"37509","ENSG00000060237",6756,6835,7729,6994,6609
"37510","ENSG00000221439",0,0,0,0,0
"37511","ENSG00000285704",0,0,0,0,0
"37512","ENSG00000002016",232,223,217,234,200
"37513","ENSG00000250132",70,80,79,78,61
"37514","ENSG00000082805",5872,1886,2743,4660,3327
"37515","ENSG00000275811",0,0,0,0,0
"37516","ENSG00000249028",0,0,0,0,0
"37517","ENSG00000267285",0,0,0,1,0
"37518","ENSG00000249628",7,2,1,10,4
"37519","ENSG00000111186",5,5,4,2,4
"37520","ENSG00000171823",289,226,401,263,293
"37521","ENSG00000266043",0,0,0,0,0
"37522","ENSG00000006831",5630,4909,6971,7648,8808
"37523","ENSG00000271500",0,0,0,1,2
"37524","ENSG00000285627",1,0,3,1,1
"37525","ENSG00000243663",2,0,4,5,4
"37526","ENSG00000151062",13,76,84,50,35
"37527","ENSG00000287698",0,0,0,0,0
"37528","ENSG00000166159",0,0,0,0,2
"37529","ENSG00000256706",0,0,0,0,0
"37530","ENSG00000235049",0,0,0,1,0
"37531","ENSG00000151065",411,487,615,470,472
"37532","ENSG00000151067",5,8,14,12,8
"37533","ENSG00000203593",0,1,0,1,2
"37534","ENSG00000256837",0,0,0,0,0
"37535","ENSG00000256257",0,0,0,0,0
"37536","ENSG00000278255",0,0,0,0,0
"37537","ENSG00000256025",0,0,0,0,0
"37538","ENSG00000256721",0,0,0,0,0
"37539","ENSG00000285555",0,0,0,0,0
"37540","ENSG00000285734",0,0,0,0,0
"37541","ENSG00000256769",0,0,0,0,0
"37542","ENSG00000203648",0,0,0,0,0
"37543","ENSG00000256271",1,17,22,7,7
"37544","ENSG00000246627",5,6,20,6,13
"37545","ENSG00000256150",0,0,0,0,0
"37546","ENSG00000283587",0,0,0,0,0
"37547","ENSG00000274659",1,1,2,2,1
"37548","ENSG00000256902",1,0,0,0,0
"37549","ENSG00000255669",1,0,3,0,0
"37550","ENSG00000224438",0,0,0,0,0
"37551","ENSG00000256030",0,0,2,0,1
"37552","ENSG00000004478",3239,4054,3524,2651,2494
"37553","ENSG00000258325",0,0,5,0,0
"37554","ENSG00000258092",0,0,0,0,0
"37555","ENSG00000111203",195,156,340,345,347
"37556","ENSG00000053702",13,11,16,23,18
"37557","ENSG00000283297",3,1,0,0,0
"37558","ENSG00000111206",2338,184,167,1679,1279
"37559","ENSG00000171792",633,541,615,642,471
"37560","ENSG00000078246",1146,1317,1765,1414,1470
"37561","ENSG00000278356",4,2,10,1,0
"37562","ENSG00000252996",0,0,0,0,0
"37563","ENSG00000197905",369,260,198,297,388
"37564","ENSG00000250899",95,38,61,50,143
"37565","ENSG00000234589",54,7,38,49,38
"37566","ENSG00000011105",1196,1004,2002,1373,1751
"37567","ENSG00000278469",0,0,0,0,0
"37568","ENSG00000256197",0,0,0,0,0
"37569","ENSG00000275850",0,0,0,2,0
"37570","ENSG00000227081",68,75,118,83,83
"37571","ENSG00000250770",0,0,0,0,0
"37572","ENSG00000287712",0,0,0,0,0
"37573","ENSG00000236908",0,0,1,0,0
"37574","ENSG00000257048",0,0,0,0,0
"37575","ENSG00000111218",0,1,0,1,0
"37576","ENSG00000256691",0,0,0,0,0
"37577","ENSG00000243507",0,0,0,0,0
"37578","ENSG00000287243",0,0,0,0,0
"37579","ENSG00000130038",24,29,51,12,34
"37580","ENSG00000280202",11,10,14,4,6
"37581","ENSG00000222338",0,0,0,0,0
"37582","ENSG00000283138",0,2,0,0,0
"37583","ENSG00000111224",251,259,344,294,221
"37584","ENSG00000118976",7,0,0,3,1
"37585","ENSG00000256862",2,10,3,3,1
"37586","ENSG00000256969",0,0,0,0,0
"37587","ENSG00000256356",79,16,51,42,33
"37588","ENSG00000242444",0,0,0,0,0
"37589","ENSG00000255920",0,0,0,0,0
"37590","ENSG00000118971",2,0,0,1,0
"37591","ENSG00000285901",0,0,0,0,0
"37592","ENSG00000078237",696,1126,928,627,700
"37593","ENSG00000213970",22,3,26,26,10
"37594","ENSG00000118972",0,1,0,0,0
"37595","ENSG00000111241",1,0,0,0,0
"37596","ENSG00000047621",696,795,518,534,390
"37597","ENSG00000111247",316,31,9,114,53
"37598","ENSG00000010219",358,314,518,450,372
"37599","ENSG00000256748",0,0,0,0,0
"37600","ENSG00000272921",0,0,0,0,0
"37601","ENSG00000111254",60,36,51,37,29
"37602","ENSG00000256799",3,0,3,3,0
"37603","ENSG00000256381",0,0,0,0,0
"37604","ENSG00000139180",298,266,291,304,211
"37605","ENSG00000255639",0,0,0,1,4
"37606","ENSG00000255474",0,0,0,0,0
"37607","ENSG00000130035",0,0,1,0,1
"37608","ENSG00000256988",0,0,0,0,0
"37609","ENSG00000151079",0,0,0,0,0
"37610","ENSG00000255608",0,0,0,0,0
"37611","ENSG00000286866",0,0,0,0,0
"37612","ENSG00000287835",0,0,0,0,0
"37613","ENSG00000256654",0,0,0,0,0
"37614","ENSG00000111262",0,0,0,0,0
"37615","ENSG00000284513",0,0,0,0,0
"37616","ENSG00000255996",0,0,3,3,1
"37617","ENSG00000130037",0,0,0,0,0
"37618","ENSG00000285523",0,0,0,0,0
"37619","ENSG00000256115",0,0,0,0,0
"37620","ENSG00000256417",0,0,0,0,0
"37621","ENSG00000256146",0,0,0,0,0
"37622","ENSG00000256218",0,0,0,0,0
"37623","ENSG00000255983",0,0,0,0,0
"37624","ENSG00000185652",0,0,0,0,0
"37625","ENSG00000047617",1,1,6,1,0
"37626","ENSG00000255973",0,0,0,1,0
"37627","ENSG00000110799",31,29,82,32,53
"37628","ENSG00000240533",0,0,0,0,0
"37629","ENSG00000255775",2,0,2,1,0
"37630","ENSG00000010278",4802,5183,10300,3753,3999
"37631","ENSG00000202318",0,0,0,0,0
"37632","ENSG00000256103",4,1,3,0,0
"37633","ENSG00000008323",30,34,9,24,8
"37634","ENSG00000067182",2578,3369,2700,2492,2081
"37635","ENSG00000265388",0,0,0,0,0
"37636","ENSG00000111319",3,11,2,5,1
"37637","ENSG00000111321",4398,4584,4607,6468,4732
"37638","ENSG00000256433",29,24,12,16,8
"37639","ENSG00000213942",34,14,46,24,16
"37640","ENSG00000224906",2,0,4,4,1
"37641","ENSG00000215039",284,382,486,341,284
"37642","ENSG00000139193",5,2,1,1,2
"37643","ENSG00000139192",257,175,437,427,366
"37644","ENSG00000139190",43,64,43,49,33
"37645","ENSG00000276718",1,3,6,6,1
"37646","ENSG00000256913",1,0,0,0,0
"37647","ENSG00000111639",1432,1586,2021,1732,1490
"37648","ENSG00000010292",2046,909,990,1644,1539
"37649","ENSG00000239002",0,0,0,0,0
"37650","ENSG00000276232",0,0,0,0,0
"37651","ENSG00000255966",1,0,0,0,0
"37652","ENSG00000111640",39431,29401,28722,38416,32968
"37653","ENSG00000269968",0,0,0,0,0
"37654","ENSG00000010295",631,943,894,961,1028
"37655","ENSG00000245667",1,0,0,0,1
"37656","ENSG00000111641",37,19,18,26,15
"37657","ENSG00000285238",0,0,1,0,0
"37658","ENSG00000111642",844,828,1255,1055,897
"37659","ENSG00000247853",1,4,1,1,0
"37660","ENSG00000251898",0,0,0,0,0
"37661","ENSG00000184574",6,7,1,2,0
"37662","ENSG00000111644",9,15,8,8,1
"37663","ENSG00000111653",530,732,1232,934,863
"37664","ENSG00000219410",0,2,0,0,1
"37665","ENSG00000126746",755,628,851,742,815
"37666","ENSG00000139200",1,4,0,1,0
"37667","ENSG00000252186",0,0,0,0,0
"37668","ENSG00000270068",0,1,1,0,0
"37669","ENSG00000111652",2852,3073,4007,3954,3076
"37670","ENSG00000269892",10,16,10,5,5
"37671","ENSG00000089693",4654,4395,4673,5107,4437
"37672","ENSG00000159335",4486,3099,5659,7639,7410
"37673","ENSG00000089692",4,1,1,0,0
"37674","ENSG00000244532",0,0,0,0,0
"37675","ENSG00000010610",111,60,40,57,19
"37676","ENSG00000250510",11,19,10,33,37
"37677","ENSG00000110811",988,1089,1067,1319,1483
"37678","ENSG00000111664",7,5,6,1,9
"37679","ENSG00000111665",336,62,35,210,119
"37680","ENSG00000111667",3247,3134,3804,3533,3364
"37681","ENSG00000111669",9775,10062,9241,9612,8688
"37682","ENSG00000111671",224,278,828,605,262
"37683","ENSG00000240370",13,37,58,46,50
"37684","ENSG00000010626",191,297,402,307,164
"37685","ENSG00000248593",41,51,74,88,64
"37686","ENSG00000275703",0,6,2,0,0
"37687","ENSG00000111674",1210,2069,1967,1896,1320
"37688","ENSG00000111676",5443,5000,6844,5925,5995
"37689","ENSG00000111678",270,449,707,479,603
"37690","ENSG00000272173",3,12,13,7,6
"37691","ENSG00000238923",0,0,0,0,0
"37692","ENSG00000111679",7,8,1,3,2
"37693","ENSG00000257084",0,0,0,0,0
"37694","ENSG00000207713",0,0,0,0,0
"37695","ENSG00000207708",0,0,0,0,0
"37696","ENSG00000271969",0,1,0,0,0
"37697","ENSG00000215021",4428,5074,5867,5116,5140
"37698","ENSG00000238795",2,1,4,0,0
"37699","ENSG00000126749",392,207,302,467,314
"37700","ENSG00000111684",173,135,315,345,315
"37701","ENSG00000182326",109,120,60,183,83
"37702","ENSG00000239701",0,0,0,0,0
"37703","ENSG00000257078",0,0,0,0,0
"37704","ENSG00000159403",176,200,102,431,143
"37705","ENSG00000139178",439,409,431,455,269
"37706","ENSG00000205885",14,27,4,21,13
"37707","ENSG00000139194",1,2,3,7,2
"37708","ENSG00000200345",0,0,0,0,0
"37709","ENSG00000256967",3,4,0,8,1
"37710","ENSG00000139182",107,150,127,149,107
"37711","ENSG00000285770",0,0,0,0,0
"37712","ENSG00000255572",0,0,0,0,0
"37713","ENSG00000139197",758,1215,1530,1273,931
"37714","ENSG00000256480",0,0,0,0,0
"37715","ENSG00000215009",0,0,0,0,0
"37716","ENSG00000177675",0,0,0,0,0
"37717","ENSG00000255836",8,0,4,8,2
"37718","ENSG00000177575",0,1,0,0,0
"37719","ENSG00000235868",0,0,0,0,0
"37720","ENSG00000256331",0,0,0,0,0
"37721","ENSG00000255977",4,1,2,4,2
"37722","ENSG00000284327",0,0,0,0,0
"37723","ENSG00000284591",0,0,0,0,0
"37724","ENSG00000284522",0,0,0,0,0
"37725","ENSG00000285142",0,0,0,0,0
"37726","ENSG00000111701",0,0,0,0,0
"37727","ENSG00000184344",0,0,0,0,0
"37728","ENSG00000187569",0,0,0,0,0
"37729","ENSG00000198178",0,0,0,0,0
"37730","ENSG00000205857",0,0,0,0,0
"37731","ENSG00000201549",0,0,0,0,0
"37732","ENSG00000111704",0,0,0,0,0
"37733","ENSG00000199912",0,0,0,0,0
"37734","ENSG00000173262",28,1,0,1,0
"37735","ENSG00000287713",0,0,0,0,0
"37736","ENSG00000201663",0,0,0,0,0
"37737","ENSG00000278459",0,0,0,0,0
"37738","ENSG00000241828",0,0,0,0,0
"37739","ENSG00000255885",0,0,0,0,0
"37740","ENSG00000176654",0,1,0,0,0
"37741","ENSG00000255356",0,0,0,0,0
"37742","ENSG00000059804",1674,1726,960,882,677
"37743","ENSG00000288043",0,0,0,0,0
"37744","ENSG00000206636",0,0,0,0,0
"37745","ENSG00000240739",0,0,0,0,0
"37746","ENSG00000282080",0,0,0,0,0
"37747","ENSG00000255964",3,1,2,2,0
"37748","ENSG00000255581",2,0,1,0,1
"37749","ENSG00000065970",637,663,736,570,603
"37750","ENSG00000171860",103,13,1,19,2
"37751","ENSG00000089818",700,813,697,653,473
"37752","ENSG00000279865",56,27,48,55,40
"37753","ENSG00000284697",0,0,1,0,0
"37754","ENSG00000111729",0,0,0,0,0
"37755","ENSG00000235602",0,0,1,2,0
"37756","ENSG00000284393",0,0,0,0,0
"37757","ENSG00000256171",0,0,0,0,0
"37758","ENSG00000196946",0,0,0,1,0
"37759","ENSG00000226711",19,20,22,32,30
"37760","ENSG00000244050",0,1,0,1,0
"37761","ENSG00000276417",2,0,0,0,0
"37762","ENSG00000275367",14,3,4,6,5
"37763","ENSG00000171847",11,27,20,22,9
"37764","ENSG00000254016",1,4,4,6,4
"37765","ENSG00000164845",10,31,26,23,35
"37766","ENSG00000215241",14,7,13,10,2
"37767","ENSG00000286895",1,3,2,1,5
"37768","ENSG00000256589",0,0,0,0,0
"37769","ENSG00000286504",0,0,0,0,0
"37770","ENSG00000226091",11,2,4,0,5
"37771","ENSG00000256552",1,4,3,2,1
"37772","ENSG00000256101",0,0,0,0,0
"37773","ENSG00000277952",1,1,0,0,1
"37774","ENSG00000242661",6,1,6,8,1
"37775","ENSG00000284687",0,0,0,0,0
"37776","ENSG00000284673",0,0,0,0,0
"37777","ENSG00000256136",0,0,0,0,0
"37778","ENSG00000238152",0,0,0,0,0
"37779","ENSG00000214487",0,0,0,0,0
"37780","ENSG00000177586",0,0,0,0,0
"37781","ENSG00000205846",0,0,0,0,0
"37782","ENSG00000243830",13,3,5,15,4
"37783","ENSG00000201780",0,0,0,0,0
"37784","ENSG00000166527",0,1,0,0,0
"37785","ENSG00000246115",0,0,1,0,0
"37786","ENSG00000166523",0,0,0,0,0
"37787","ENSG00000255801",0,0,0,0,0
"37788","ENSG00000238943",0,0,0,0,0
"37789","ENSG00000252727",0,0,0,0,0
"37790","ENSG00000111732",0,0,0,0,0
"37791","ENSG00000280345",0,0,0,0,0
"37792","ENSG00000255967",10,4,8,11,4
"37793","ENSG00000197614",0,1,1,0,0
"37794","ENSG00000255829",0,0,0,0,0
"37795","ENSG00000256004",0,0,0,0,0
"37796","ENSG00000166532",695,812,757,851,645
"37797","ENSG00000244131",0,0,0,0,0
"37798","ENSG00000256661",0,0,0,0,0
"37799","ENSG00000249790",16,1,0,40,5
"37800","ENSG00000256904",0,0,0,0,1
"37801","ENSG00000166535",2,1,2,1,0
"37802","ENSG00000282022",0,0,0,0,3
"37803","ENSG00000111752",396,434,476,434,483
"37804","ENSG00000003056",4873,4553,3998,3522,3246
"37805","ENSG00000139187",21,32,40,24,18
"37806","ENSG00000257105",0,0,0,0,0
"37807","ENSG00000213049",0,0,0,0,0
"37808","ENSG00000255776",1,0,0,0,0
"37809","ENSG00000214851",0,3,4,4,1
"37810","ENSG00000245105",3,21,40,17,10
"37811","ENSG00000175899",66,342,623,247,287
"37812","ENSG00000256937",0,0,0,0,1
"37813","ENSG00000256720",0,0,0,0,1
"37814","ENSG00000126838",0,0,0,2,0
"37815","ENSG00000256817",1,0,0,0,0
"37816","ENSG00000256069",0,4,2,3,2
"37817","ENSG00000283429",0,0,6,1,2
"37818","ENSG00000231503",47,43,56,34,30
"37819","ENSG00000237248",28,44,98,76,135
"37820","ENSG00000256427",1,1,2,6,3
"37821","ENSG00000111788",42,31,31,63,37
"37822","ENSG00000212440",0,0,0,0,0
"37823","ENSG00000255753",0,0,0,0,0
"37824","ENSG00000286911",2,7,11,3,3
"37825","ENSG00000260423",270,1279,1755,1548,1273
"37826","ENSG00000287577",1,1,0,0,0
"37827","ENSG00000256673",360,1020,1491,1894,1099
"37828","ENSG00000278635",3,0,0,3,2
"37829","ENSG00000214826",65,22,22,46,57
"37830","ENSG00000212432",0,0,0,0,0
"37831","ENSG00000284634",14,5,11,9,10
"37832","ENSG00000214776",124,578,717,603,548
"37833","ENSG00000256975",1,0,0,0,0
"37834","ENSG00000111796",2,0,1,0,0
"37835","ENSG00000212345",0,0,0,0,0
"37836","ENSG00000233719",1,2,1,4,5
"37837","ENSG00000272917",0,0,0,0,0
"37838","ENSG00000256442",0,1,2,1,0
"37839","ENSG00000256594",47,40,36,42,29
"37840","ENSG00000257027",53,31,26,25,24
"37841","ENSG00000069493",69,39,40,85,61
"37842","ENSG00000213443",0,0,0,0,0
"37843","ENSG00000256582",1,0,0,0,0
"37844","ENSG00000184293",1,0,0,0,0
"37845","ENSG00000110848",0,0,0,0,2
"37846","ENSG00000256912",0,0,0,0,0
"37847","ENSG00000150045",0,2,4,9,1
"37848","ENSG00000110852",35,30,99,118,24
"37849","ENSG00000255882",0,0,0,0,0
"37850","ENSG00000256797",0,0,0,0,0
"37851","ENSG00000188393",0,0,0,0,0
"37852","ENSG00000225231",0,0,0,0,0
"37853","ENSG00000231560",0,0,0,0,0
"37854","ENSG00000172322",0,0,0,0,0
"37855","ENSG00000165682",0,1,0,0,0
"37856","ENSG00000256660",1,9,18,6,4
"37857","ENSG00000256803",0,0,0,0,0
"37858","ENSG00000197992",0,0,0,0,0
"37859","ENSG00000256626",0,0,0,0,0
"37860","ENSG00000150048",0,0,1,0,1
"37861","ENSG00000223042",0,0,0,0,0
"37862","ENSG00000255734",3,1,0,0,0
"37863","ENSG00000172243",1,0,0,0,0
"37864","ENSG00000173391",0,0,0,0,0
"37865","ENSG00000165685",0,0,0,0,0
"37866","ENSG00000139112",1451,2811,3070,2189,1847
"37867","ENSG00000255958",0,0,0,0,0
"37868","ENSG00000134539",11,31,11,5,8
"37869","ENSG00000256288",0,0,0,0,0
"37870","ENSG00000256155",0,0,0,0,0
"37871","ENSG00000245648",41,14,54,30,12
"37872","ENSG00000213809",0,0,0,0,0
"37873","ENSG00000255819",0,0,0,0,0
"37874","ENSG00000183542",0,0,0,0,0
"37875","ENSG00000205810",0,0,0,0,0
"37876","ENSG00000255641",0,0,0,0,0
"37877","ENSG00000205809",1,0,0,0,0
"37878","ENSG00000134545",0,1,0,0,0
"37879","ENSG00000180574",14,18,133,17,3
"37880","ENSG00000257016",0,0,0,0,0
"37881","ENSG00000256039",0,0,1,0,0
"37882","ENSG00000256667",7,5,9,12,7
"37883","ENSG00000111196",285,206,179,256,148
"37884","ENSG00000060140",1,0,0,0,0
"37885","ENSG00000060138",3700,3775,3788,2891,2428
"37886","ENSG00000256888",0,0,0,0,0
"37887","ENSG00000235930",0,0,0,0,0
"37888","ENSG00000121377",0,0,0,0,0
"37889","ENSG00000121314",0,0,0,0,0
"37890","ENSG00000121381",0,0,0,0,0
"37891","ENSG00000231887",12,4,8,10,1
"37892","ENSG00000121318",1,0,0,1,0
"37893","ENSG00000256651",0,0,0,0,0
"37894","ENSG00000111215",13,3,2,2,1
"37895","ENSG00000275778",0,5,4,0,2
"37896","ENSG00000256682",0,0,0,1,0
"37897","ENSG00000212128",0,0,0,0,0
"37898","ENSG00000134551",0,0,1,1,0
"37899","ENSG00000212127",7,11,11,7,18
"37900","ENSG00000212125",1,3,2,0,1
"37901","ENSG00000212126",0,0,0,0,0
"37902","ENSG00000255837",1,0,0,1,0
"37903","ENSG00000212124",1,1,0,0,0
"37904","ENSG00000256436",3,1,0,1,0
"37905","ENSG00000256019",1,0,0,0,0
"37906","ENSG00000226761",0,0,0,0,0
"37907","ENSG00000256274",1,0,0,0,0
"37908","ENSG00000255374",0,0,0,0,0
"37909","ENSG00000256400",0,0,0,1,0
"37910","ENSG00000256188",0,0,0,0,0
"37911","ENSG00000256981",0,1,0,0,0
"37912","ENSG00000256712",0,0,0,0,0
"37913","ENSG00000256537",593,714,700,704,421
"37914","ENSG00000186136",0,0,0,0,0
"37915","ENSG00000256657",0,0,0,0,0
"37916","ENSG00000275119",0,0,0,0,0
"37917","ENSG00000197870",0,1,0,1,0
"37918","ENSG00000230657",0,0,0,0,0
"37919","ENSG00000251655",0,0,0,0,0
"37920","ENSG00000121335",0,0,0,0,0
"37921","ENSG00000255790",0,0,0,0,0
"37922","ENSG00000237303",0,0,0,0,0
"37923","ENSG00000278654",0,0,0,0,0
"37924","ENSG00000277705",0,0,0,0,0
"37925","ENSG00000270863",3,0,1,0,0
"37926","ENSG00000274551",0,0,0,0,0
"37927","ENSG00000256237",0,0,0,0,0
"37928","ENSG00000251747",0,0,0,0,0
"37929","ENSG00000247157",1,8,5,7,15
"37930","ENSG00000139083",1078,858,905,982,631
"37931","ENSG00000121380",0,0,0,1,1
"37932","ENSG00000198134",20,13,24,23,15
